PCSG00037	JP	ステージ03開放	http://zeus.dl.playstation.net/cdn/JP0747/PCSG00037_00/AxSuroRZIdBCJNWvGFcPNxFiXTumVNcYTXYNDegAXgxXdqeLTOryUgHsBnKfkvpBAHbWFtIOfVQmefWGSbTflJSvMoLxFLcSqpCbS.pkg	KO5ifR1dQ+d7BRiYm5jDbDE2B9kPtBxkVXCIo7ursbdrJD7/NRcIpgu5K36IYNuyyeyEXehojA9uAAAq1xLN	JP0747-PCSG00037_00-CON0001STAGE3KEY	2019-04-09 20:23:29	102400	975d295682630516ceb9b67580475433361fd0bbee87707fa99c6d1b5c7f53b3
PCSG00038	JP	墨鬼 追加ステージ １ / Sumioni Additional stage 1	http://zeus.dl.playstation.net/cdn/JP0048/PCSG00038_00/WgTTnelFmiCZSruAQPqQpaQIzYjbYRtQEqzIHAfWNOmTqzPSsEPXDDonDsNiNKlZVHJLOgeNIxDLLtJkySJUkXbwdHJdiWwenOPml.pkg	KO5ifR1dQ+d7BQCttoDZYmwBsj841NfTxccZbik+/zUf+HFx49vOMP0DzFc8zrQ+Go3xwQ0AYtgV+AAA	JP0048-PCSG00038_00-SUMIDLC000000000	2018-04-07 21:24:09	102400	b18b50fd5fd0cdfef1bd4c84ef57046d0f6b45b1692ff4f4fec1d19d54946b75
PCSG00038	JP	墨鬼 追加ステージ ２ / Sumioni Additional stage 2	http://zeus.dl.playstation.net/cdn/JP0048/PCSG00038_00/DlIURmsFkrseEyiwqkcZrRafhwAzdHfppuElIUAWqIRWXdKsrsfWTOLTlgtMHFKjkGnkkPsfeqbxSDJSuCxKrLjBbMZIrzSKlAdsI.pkg	KO5ifR1dQ+d7BQCttoDZYmwBsj841NfTxQdoqiHEUnz+26+9ZmnZzissKZoFK9xFPS+OxvjgBgBfgxOM	JP0048-PCSG00038_00-SUMIDLC001000000	2018-04-07 21:24:21	102400	522dd968fe96d28e457e4dc91e7d626c2280ebd6fb8ecd4a120b06fb90ed6071
PCSG00046	JP	Sharl Class Change Pack	http://zeus.dl.playstation.net/cdn/JP0103/PCSG00046_00/IfQlZginaHgvcscMZqMeVQbgMCqfjYtKOJKuSETMDywwjBEWjYOFHLCRcHIgsbtHQRdedYhlyHVgGUdqfQOyexQsVzArdzGxxfqsT.pkg	KO5ifR1dQ+d7BRgYGhjDbDExA9nvH+LhGuTtGgmzE5//yuN/+kwN2vuc3+Dwuwtzrd+PxvjgBgCUMRV9	JP0103-PCSG00046_00-OTHERKEY00000001	2017-10-19 01:40:43	102400	c75b1c5806fe8f62cdf2ce5dc32a57dccc231ba5e0ec1d7f2cd5771ad1f88d2f
PCSG00046	JP	Ciel nosurge: First Edition Limited Present Pack	http://zeus.dl.playstation.net/cdn/JP0103/PCSG00046_00/hbsqGCsFtftZkiuIcQEecruxEErEaeakDShcsERQByepwKSqQeLOeAZThyToaZIFWEcCTfnMoXOnOUVqgWoDATpqOXumlFCCJfxjr.pkg	KO5ifR1dQ+d7BRgYGhjDbDExA9kfHODq7Ono4xbk6gq2E5//zLf97vG3WnGzIi5on/KCFZ9HY3xwAwAszxU6	JP0103-PCSG00046_00-SPECIALFREE00001	2017-10-19 01:40:43	1386224	265d5f62658ceeb2512a0071892e07e3c507cca30f6e93e4ee435948546a2d1e
PCSG00059	JP	ヴィクトリーパック	http://zeus.dl.playstation.net/cdn/JP0369/PCSG00059_00/HGaOwePMtUYlaTIJMOBeVNHNsIVFJMYGhWjGuRLlbzuEffktbfKcKHHsXbvRpAvIzyPriQPzNFHGsjZLFRrLZLuFQJykmBSJwzLsG.pkg	KO5ifR1dQ+d7BRgYm1nCbDG1BNnvGeTv4Rjg6OwNtRSf/37/DPt2InHZcm6ng5/uLL1VOxrjgxsAAPQaFuYA	JP0369-PCSG00059_00-IROHAPACK0000000	2018-07-07 06:36:12	102400	38b7e79285d920c26d80c0f71d484f9cabe8c02c3df2b526ed95020764923f57
PCSG00063	JP	STREET FIGHTER X TEKKEN SF／TK特殊服裝全套下載包	http://zeus.dl.playstation.net/cdn/JP0102/PCSG00063_00/LBiHjQQqNMvAmTGqweCnGdNfBvWuIigLmObkTfGdFYNBYdLdVqEMPhLvugaGIYavxKNzTdmKybQZLyNNJzrIosHvGNNlmMsjXrwal.pkg	KO5ifR1dQ+d7BRgYImwxMwbZD7TGwNTZPzjA0dkxyN3RB5//cqLyF26w2PjxlbUD5+SyxirKQotlw2iKoS0AAJWlFP4A	JP0102-PCSG00063_00-00105COSPACARGAL	2017-11-27 19:47:10	102400	b1dce8595f2503b9d67590b55b1c718448c250bcbeb31c75382701ae1e2caacf
PCSG00074	JP	追加モジュールセット（ネル、ハク、テト）	http://zeus.dl.playstation.net/cdn/JP0177/PCSG00074_00/DPGdvOZRzOXohgvpCxaNAjewjlmXBqFzSprwBjkOgNIFGxQvMFkdAetUxnGJXPFrqpQxSodAZzhOByuTzDFUHKRvmMFHFptqjdaDb.pkg	KO5ifR1dQ+d7BRgYmpvDbDE3Adkf4OXi5uLjbGBoYOjnEWJsic9/i7p1THnS0l8dT1u8t7a1de9ojA9uAAArOhSh	JP0177-PCSG00074_00-PJDFDLC0101NHT39	2018-09-02 22:43:12	6817792	6a32e04401400eafc2dadce6481ccc413b37cee6a9fa011aba5a10d262e34736
PCSG00074	JP	みんなといっしょコラボセット	http://zeus.dl.playstation.net/cdn/JP0177/PCSG00074_00/UHTWudCmUbqnVMQXuLzWNNyNpYrwKRdOgKolTYOdkjabshDuMyrtLVUZgFALgZezfysPrVfqOWZIqTsVLUiGDCjWJQgHNqGodPCLl.pkg	KO5ifR1dQ+d7BRgYmpvDbDE3Adkf4OXi5uLjbGBkYBjibWxpjM9/85fFFs88+fmr80muA/WL2tePxvjgBgBhbRX0	JP0177-PCSG00074_00-PJDFDLC0201TK393	2018-07-06 01:00:44	37527024	ce3c146b0d0226fb13f497fd0532c20e9cf46b90ee0022e57e9bf52a027286ac
PCSG00074	JP	雪ミク 2013 モジュールセット	http://zeus.dl.playstation.net/cdn/JP0177/PCSG00074_00/lfRlXQfieVKobmrclTnZnrhRsZvzcBjmbYKuLrMbEQotEomlkYIBuxtNZfidbVkRgrWqOyJOmRJJPVcKgPSlFVseDAQnOZTxjZGEd.pkg	KO5ifR1dQ+d7BRgYmpvDbDE3Adkf4OXi5uLjDHSXYaS3saUxPv/ZVlyxPCyw8pGO4edtf/ojlUdjfHADACRDFJsA	JP0177-PCSG00074_00-PJDFDLC0301YK393	2018-07-06 01:01:00	7438960	47c9d0977a8eadf35578e47deb1ad6c1cfc5d73ffce1306af1e1e6ac380da00c
